make_model_ordinal,price,type_ordinal,warranty_ordinal,mileage,gearbox_ordinal,fuel_type,seller,engine_size,gears,co_emissions,drivetrain,comfort_&_convenience,entertainment_&_media,safety_&_security,empty_weight,general_inspection,full_service_history,non_smoker_vehicle,emission_class,upholstery,previous_owner,energy_efficiency_class,age,power_kW,cons_avg,Compact,Convertible,Coupe,Off-Road/Pick-up,Sedan,Station wagon
331,54880.0,2,0,7000.0,1,0,1,1984.0,7.0,167.0,1,Standard,Plus,Safety Premium Package,1670.0,New,1,Yes,Euro 6,1,1.0,0,0.0,206.0,7.3,0,0,0,0,0,1
331,23150.0,0,1,78463.0,0,1,1,1968.0,6.0,115.0,1,Premium,Plus,Safety Premium Package,1575.0,New,1,Yes,Euro 6,0,1.0,1,3.0,110.0,4.4,0,0,0,0,0,1
331,46990.0,1,0,10.0,1,0,1,1984.0,7.0,139.0,2,Premium,Plus,Safety Premium Package,1575.0,New,1,Yes,Euro 6,1,1.0,1,0.0,206.0,7.2,0,0,0,0,0,1
325,18900.0,0,0,114686.0,1,1,1,1395.0,6.0,0.0,2,Standard,Plus,Safety Premium Package,1430.0,New,1,Yes,Euro 6,0,2.0,1,7.0,135.0,5.1,0,0,0,0,0,1
325,15980.0,0,0,125510.0,1,1,1,2000.0,7.0,114.0,1,Premium,Plus,Safety Premium Package,1390.0,New,1,Yes,Euro 6,0,1.0,1,4.0,110.0,4.3,0,0,0,0,0,1
325,19930.0,0,0,153996.0,1,1,1,1968.0,7.0,131.0,2,Standard,Plus,Safety Premium Package,1430.0,New,1,Yes,Euro 6,1,1.0,1,3.0,110.0,5.0,0,0,0,0,0,1
325,17950.0,0,0,121700.0,1,1,1,1968.0,7.0,114.0,1,Standard,Plus,Safety Premium Package,1354.0,New,1,Yes,Euro 6,0,1.0,1,3.0,110.0,4.3,0,0,0,0,0,1
325,19490.0,0,1,116200.0,1,1,1,1968.0,6.0,130.0,2,Standard,Plus,Safety Premium Package,1430.0,New,0,No,Euro 6,1,2.0,1,7.0,135.0,4.9,0,0,0,0,0,1
325,19900.0,0,0,62784.0,1,1,1,1968.0,6.0,0.0,1,Standard,Plus,Safety Premium Package,1430.0,New,1,Yes,Euro 6,0,1.0,1,4.0,110.0,4.3,0,0,0,0,0,1
331,20900.0,0,1,99043.0,1,0,1,3597.0,7.0,0.0,2,Premium,Plus,Safety Premium Package,1726.0,New,0,Yes,Euro 5,1,3.0,1,8.0,191.0,6.6,0,0,0,0,0,1
331,24749.0,0,1,82750.0,1,1,1,1968.0,7.0,151.0,1,Standard,Plus,Safety Premium Package,1595.0,New,1,Yes,Euro 6,0,1.0,1,4.0,110.0,4.3,0,0,0,0,0,1
325,19616.0,0,1,107761.0,0,1,1,1968.0,6.0,122.0,1,Premium,Standard,Safety Premium Package,1487.0,New,1,Yes,Euro 5,1,2.0,1,7.0,135.0,4.6,0,0,0,0,0,1
331,29749.0,0,1,89750.0,1,1,1,1968.0,7.0,138.0,1,Standard,Plus,Safety Premium Package,1597.0,Not_passed,1,Yes,Euro 6,1,1.0,1,2.0,110.0,3.9,0,0,0,0,0,1
325,23790.0,0,0,52631.0,1,1,1,1968.0,7.0,110.0,1,Premium,Plus,Safety Premium Package,1430.0,Not_passed,1,Yes,Euro 6,0,1.0,1,2.0,110.0,4.2,0,0,0,0,0,1
331,26950.0,0,1,106000.0,1,1,1,1968.0,7.0,138.0,2,Standard,Plus,Safety Premium Package,1685.0,New,0,Yes,Euro 6,1,1.0,1,3.0,140.0,5.2,0,0,0,0,0,1
331,48990.0,1,0,10.0,1,0,1,1984.0,7.0,139.0,2,Premium,Plus,Safety Premium Package,1575.0,New,1,Yes,Euro 6,1,1.0,1,0.0,206.0,7.2,0,0,0,0,0,1
325,14990.0,0,1,92100.0,0,0,1,1395.0,6.0,123.0,1,Standard,Plus,Safety Premium Package,1277.0,New,0,Yes,Euro 6,0,2.0,1,6.0,110.0,5.2,0,0,0,0,0,1
325,3180.0,0,1,254000.0,0,0,1,1798.0,6.0,176.0,1,Standard,Standard,Safety Premium Package,1415.0,New,1,Yes,Euro 4,0,2.0,0,14.0,118.0,7.4,0,0,0,0,0,1
331,27950.0,0,1,53773.0,1,1,1,1968.0,7.0,121.0,1,Standard,Plus,Safety Premium Package,1610.0,New,1,Yes,Euro 6,1,1.0,1,3.0,140.0,4.6,0,0,0,0,0,1
331,35500.0,0,0,43699.0,1,1,1,1968.0,7.0,117.0,1,Premium,Plus,Safety Premium Package,1582.0,Not_passed,1,Yes,Euro 6,1,1.0,1,2.0,110.0,4.4,0,0,0,0,0,1
331,17888.0,0,0,100600.0,1,1,1,1968.0,6.0,151.0,2,Premium,Plus,Safety Premium Package,1656.0,New,1,Yes,Euro 5,0,2.0,1,7.0,125.0,5.7,0,0,0,0,0,1
325,15700.0,0,1,101514.0,0,0,1,999.0,6.0,130.0,1,Standard,Plus,Safety Premium Package,1247.0,New,1,Yes,Euro 6,0,1.0,1,3.0,85.0,4.8,0,0,0,0,0,1
331,26970.0,0,1,29492.0,0,1,1,1968.0,6.0,115.0,1,Standard,Standard,Safety Premium Package,1575.0,New,1,Yes,Euro 6,0,1.0,1,3.0,110.0,4.4,0,0,0,0,0,1
331,20440.0,0,0,51129.0,0,1,1,1968.0,6.0,110.0,1,Premium,Plus,Safety Premium Package,1575.0,New,1,Yes,Euro 6,0,2.0,1,7.0,110.0,4.2,0,0,0,0,0,1
325,39950.0,2,0,3500.0,0,0,1,1984.0,6.0,144.0,1,Premium Plus,Plus,Safety Premium Package,1432.0,New,0,No,Euro 6,1,1.0,0,1.0,180.0,6.3,0,0,0,0,0,1
325,20390.0,0,0,86625.0,1,0,1,1498.0,6.0,113.0,1,Premium,Plus,Safety Premium Package,1430.0,New,1,Yes,Euro 6,0,1.0,1,3.0,110.0,5.0,0,0,0,0,0,1
325,24980.0,0,0,69643.0,1,1,1,1968.0,6.0,111.0,1,Premium,Standard,Safety Premium Package,1430.0,New,1,Yes,Euro 6,1,1.0,1,3.0,110.0,4.2,0,0,0,0,0,1
325,19950.0,0,0,21272.0,0,0,1,999.0,6.0,111.0,1,Standard,Plus,Safety Premium Package,1430.0,Not_passed,1,Yes,Euro 6,0,1.0,1,2.0,85.0,4.8,0,0,0,0,0,1
331,24190.0,0,1,105903.0,0,1,1,1968.0,6.0,106.0,1,Premium,Plus,Safety Premium Package,1765.0,New,1,Yes,Euro 6,1,1.0,1,4.0,110.0,4.0,0,0,0,0,0,1
331,24979.0,0,0,58200.0,0,1,1,1968.0,6.0,115.0,1,Premium,Plus,Safety Premium Package,1575.0,New,0,Yes,Euro 6,0,1.0,1,3.0,110.0,4.4,0,0,0,0,0,1
325,16920.0,0,0,65890.0,0,1,1,1598.0,6.0,106.0,1,Standard,Plus,Safety Premium Package,1430.0,New,1,Yes,Euro 6,0,1.0,0,4.0,85.0,4.1,0,0,0,0,0,1
331,24860.0,0,0,48800.0,0,1,1,1968.0,6.0,128.0,2,Premium,Plus,Safety Premium Package,1625.0,New,1,Yes,Euro 6,0,1.0,1,4.0,110.0,4.9,0,0,0,0,0,1
331,26350.0,0,1,49400.0,1,0,1,1798.0,7.0,140.0,1,Standard,Plus,Safety Premium Package,1485.0,New,0,Yes,Euro 6,0,1.0,1,4.0,132.0,5.9,0,0,0,0,0,1
326,21900.0,0,0,44673.0,1,1,1,1598.0,6.0,0.0,1,Standard,Plus,Safety Premium Package,1229.0,New,1,Yes,Euro 6,0,1.0,1,2.0,85.0,4.0,0,0,0,0,0,1
331,31680.0,0,0,32000.0,1,1,1,1968.0,7.0,114.0,1,Standard,Plus,Safety Premium Package,1575.0,New,0,No,Euro 6,1,1.0,1,1.0,110.0,4.3,0,0,0,0,0,1
325,25990.0,0,1,63800.0,1,1,1,1968.0,7.0,110.0,1,Standard,Plus,Safety Premium Package,1430.0,New,1,Yes,Euro 6,0,1.0,1,2.0,110.0,4.2,0,0,0,0,0,1
331,19890.0,0,0,52422.0,0,1,1,1598.0,6.0,102.0,1,Standard,Plus,Safety Premium Package,1575.0,New,1,Yes,Euro 6,0,1.0,1,4.0,88.0,3.9,0,0,0,0,0,1
325,17350.0,0,1,107200.0,0,1,1,1598.0,5.0,106.0,1,Standard,Plus,Safety Premium Package,1327.0,New,0,Yes,Euro 6,0,2.0,1,4.0,85.0,4.0,0,0,0,0,0,1
325,24350.0,0,1,70000.0,1,1,1,1968.0,7.0,111.0,1,Standard,Plus,Safety Premium Package,1430.0,New,0,Yes,Euro 6,1,1.0,1,3.0,110.0,4.2,0,0,0,0,0,1
325,27970.0,0,1,74973.0,0,0,1,1984.0,6.0,156.0,1,Premium,Plus,Safety Premium Package,1432.0,New,1,Yes,Euro 6,1,1.0,0,3.0,180.0,6.9,0,0,0,0,0,1
325,21940.0,0,0,60853.0,0,0,1,1984.0,6.0,147.0,1,Premium,Plus,Safety Premium Package,1430.0,New,0,Yes,Euro 6,1,2.0,1,6.0,162.0,6.2,0,0,0,0,0,1
325,14490.0,0,0,97612.0,0,2,1,1395.0,6.0,102.0,1,Standard,Plus,Safety Premium Plus Package,1430.0,New,1,Yes,Euro 6,0,1.0,1,4.0,81.0,5.7,0,0,0,0,0,1
325,17777.0,0,0,85100.0,1,1,1,1968.0,6.0,114.0,1,Standard,Plus,Safety Premium Package,1430.0,New,1,Yes,Euro 6,1,2.0,1,5.0,110.0,4.3,0,0,0,0,0,1
325,17955.0,0,1,86500.0,1,1,1,1598.0,7.0,106.0,1,Standard,Plus,Safety Premium Package,1327.0,New,0,Yes,Euro 6,0,1.0,1,4.0,85.0,4.0,0,0,0,0,0,1
331,30550.0,0,0,47812.0,1,0,1,1498.0,7.0,125.0,1,Standard,Standard,Safety Premium Package,1575.0,Not_passed,1,No,Euro 6,0,1.0,1,2.0,110.0,5.5,0,0,0,0,0,1
325,14440.0,0,0,138750.0,0,1,1,1598.0,5.0,114.0,1,Standard,Plus,Safety Premium Package,1351.0,New,1,Yes,Euro 6,0,1.0,1,4.0,85.0,4.3,0,0,0,0,0,1
325,28590.0,0,0,55461.0,1,1,1,1968.0,7.0,129.0,1,Standard,Plus,Safety Premium Package,1485.0,New,1,No,Euro 6,0,2.0,1,3.0,162.0,4.9,0,0,0,0,0,1
325,12490.0,0,0,124000.0,0,1,1,1598.0,5.0,99.0,1,Premium,Standard,Safety Premium Package,1325.0,New,1,Yes,Euro 6,0,1.0,1,6.0,81.0,3.7,0,0,0,0,0,1
328,14879.0,0,1,88950.0,0,0,1,999.0,5.0,0.0,1,Standard,Standard,Safety Premium Package,1152.0,New,1,No,Euro 6,0,1.0,1,4.0,70.0,0.0,0,0,0,0,0,1
325,19879.0,0,1,107265.0,1,1,1,1968.0,6.0,0.0,1,Standard,Standard,Safety Premium Package,1430.0,New,1,Yes,Euro 6,0,1.0,1,3.0,110.0,0.0,0,0,0,0,0,1
325,20590.0,0,1,93000.0,1,1,1,1968.0,7.0,110.0,1,Standard,Plus,Safety Premium Package,1430.0,New,0,Yes,Euro 6,1,1.0,1,4.0,110.0,4.2,0,0,0,0,0,1
325,16150.0,0,0,114900.0,0,0,1,1498.0,6.0,114.0,1,Standard,Plus,Safety Premium Package,1292.0,New,1,Yes,Euro 6,0,1.0,1,3.0,110.0,5.0,0,0,0,0,0,1
325,36490.0,0,0,20800.0,1,0,1,1984.0,6.0,144.0,1,Premium,Plus,Safety Premium Package,1430.0,New,0,No,Euro 6,0,1.0,1,2.0,180.0,6.3,0,0,0,0,0,1
325,16549.0,0,1,115500.0,1,1,1,1598.0,7.0,105.0,1,Standard,Plus,Safety Premium Package,1363.0,New,1,Yes,Euro 6,0,2.0,1,3.0,85.0,4.0,0,0,0,0,0,1
325,20950.0,0,0,10649.0,1,1,1,1498.0,7.0,114.0,1,Standard,Plus,Safety Premium Package,1430.0,Not_passed,0,Yes,Euro 6,0,1.0,1,2.0,96.0,4.3,0,0,0,0,0,1
325,16480.0,0,1,153349.0,1,1,1,1968.0,6.0,122.0,1,Premium,Standard,Safety Premium Package,1495.0,New,1,Yes,Euro 5,1,1.0,1,8.0,135.0,4.6,0,0,0,0,0,1
325,23890.0,2,1,83262.0,1,1,1,1968.0,7.0,110.0,1,Premium,Plus,Safety Premium Package,1430.0,Not_passed,1,Yes,Euro 6,0,1.0,1,3.0,110.0,4.2,0,0,0,0,0,1
331,25990.0,0,1,101517.0,0,1,1,1968.0,6.0,106.0,1,Premium,Plus,Safety Premium Package,1505.0,New,1,No,Euro 6,1,1.0,1,4.0,110.0,4.0,0,0,0,0,0,1
331,47415.0,0,0,38691.0,1,0,1,1984.0,7.0,0.0,2,Premium,Plus,Safety Premium Package,1575.0,New,1,Yes,Euro 6,0,1.0,1,2.0,200.0,6.6,0,0,0,0,0,1
325,16855.0,0,1,102200.0,0,1,1,1968.0,6.0,114.0,1,Standard,Plus,Safety Premium Package,1354.0,New,0,Yes,Euro 6,0,1.0,1,4.0,110.0,4.3,0,0,0,0,0,1
325,20790.0,0,1,94742.0,0,1,1,1968.0,6.0,112.0,1,Standard,Standard,Safety Premium Package,1430.0,Not_passed,1,Yes,Euro 6,0,1.0,1,3.0,110.0,5.1,0,0,0,0,0,1
325,17989.0,0,1,94210.0,1,1,1,1968.0,7.0,110.0,1,Premium,Plus,Safety Premium Package,1430.0,New,1,Yes,Euro 6,1,1.0,1,4.0,110.0,4.2,0,0,0,0,0,1
325,29450.0,0,0,57000.0,1,1,1,1968.0,7.0,138.0,2,Premium,Plus,Safety Premium Package,1573.0,New,1,Yes,Euro 6,0,1.0,1,2.0,135.0,5.3,0,0,0,0,0,1
325,24749.0,0,1,62450.0,1,1,1,1968.0,6.0,126.0,1,Standard,Plus,Safety Premium Package,1495.0,New,1,Yes,Euro 6,1,2.0,1,5.0,135.0,4.8,0,0,0,0,0,1
331,35940.0,0,0,24944.0,1,0,1,1984.0,7.0,139.5,1,Premium,Plus,Safety Premium Package,1557.0,New,1,Yes,Euro 6,1,1.0,1,3.0,140.0,6.6,0,0,0,0,0,1
325,20980.0,0,1,137375.0,1,1,1,1968.0,7.0,130.0,2,Standard,Plus,Safety Premium Package,1523.0,New,1,No,Euro 6,0,1.0,1,3.0,110.0,4.9,0,0,0,0,0,1
331,25990.0,0,1,86800.0,0,1,1,1968.0,6.0,110.0,1,Premium,Plus,Safety Premium Package,1525.0,New,1,No,Euro 6,1,1.0,1,6.0,140.0,4.2,0,0,0,0,0,1
331,27695.0,0,1,58900.0,1,1,1,1968.0,7.0,136.0,2,Standard,Plus,Safety Premium Package,1685.0,New,1,Yes,Euro 6,0,2.0,1,3.0,140.0,5.2,0,0,0,0,0,1
331,23990.0,0,1,90121.0,1,1,1,1968.0,7.0,114.0,1,Premium,Standard,Safety Premium Package,1595.0,New,1,No,Euro 6,0,1.0,1,4.0,110.0,4.3,0,0,0,0,0,1
325,47690.0,0,0,9900.0,1,0,1,1984.0,6.0,149.0,1,Standard,Plus,Safety Premium Package,1552.0,New,1,Yes,Euro 6,1,1.0,0,1.0,180.0,6.5,0,0,0,0,0,1
331,28960.0,0,0,119200.0,1,1,1,1968.0,7.0,121.5,1,Premium,Plus,Safety Premium Package,1691.0,New,1,Yes,Euro 6,1,1.0,1,3.0,140.0,4.6,0,0,0,0,0,1
331,27355.0,0,1,86400.0,1,1,1,1968.0,7.0,111.0,1,Standard,Plus,Safety Premium Package,1525.0,New,0,Yes,Euro 6,1,1.0,1,3.0,140.0,4.2,0,0,0,0,0,1
328,11930.0,0,1,98500.0,0,0,1,1197.0,5.0,105.0,1,Standard,Plus,Safety Premium Package,1109.0,New,1,No,Euro 6,0,1.0,1,6.0,66.0,4.6,0,0,0,0,0,1
331,23679.0,0,1,154416.0,1,1,1,1968.0,7.0,0.0,1,Standard,Standard,Safety Premium Package,1575.0,New,1,Yes,Euro 6,1,1.0,1,3.0,110.0,0.0,0,0,0,0,0,1
325,26970.0,0,0,38965.0,1,1,1,1968.0,6.0,97.0,1,Standard,Plus,Safety Premium Package,1430.0,Not_passed,1,Yes,Euro 6,1,1.0,1,2.0,110.0,3.8,0,0,0,0,0,1
331,21440.0,0,0,116900.0,1,1,1,1968.0,7.0,121.5,1,Premium,Plus,Safety Premium Package,1575.0,New,1,Yes,Euro 6,0,1.0,1,4.0,110.0,4.6,0,0,0,0,0,1
328,12970.0,0,1,78849.0,0,0,1,999.0,5.0,99.0,1,Standard,Standard,Safety Premium Package,1075.0,New,1,Yes,Euro 6,0,1.0,1,4.0,70.0,4.3,0,0,0,0,0,1
331,41870.0,0,0,61405.0,1,1,1,1395.0,7.0,37.0,1,Standard,Plus,Safety Premium Package,1575.0,New,1,Yes,Euro 6,1,1.0,1,2.0,160.0,4.6,0,0,0,0,0,1
325,34990.0,1,0,7.0,1,1,1,1498.0,6.0,107.0,1,Standard,Plus,Safety Premium Package,1430.0,New,0,Yes,Euro 6,1,1.0,1,0.0,110.0,4.7,0,0,0,0,0,1
331,49490.0,0,0,17116.0,1,1,1,1395.0,7.0,33.0,1,Standard,Plus,Safety Premium Package,1575.0,New,1,Yes,Euro 6,1,1.0,1,1.0,115.0,1.4,0,0,0,0,0,1
331,22980.0,0,1,77489.0,0,0,1,1395.0,6.0,119.0,1,Premium,Plus,Safety Premium Package,1460.0,New,1,No,Euro 6,1,1.0,1,4.0,110.0,5.0,0,0,0,0,0,1
331,38950.0,2,0,35000.0,1,1,1,2000.0,7.0,124.0,1,Premium,Plus,Safety Premium Package,1640.0,New,1,Yes,Euro 6,1,2.0,1,1.0,147.0,4.7,0,0,0,0,0,1
326,25650.0,0,0,2644.0,0,0,1,1498.0,6.0,108.0,1,Premium,Plus,Safety Premium Package,1229.0,New,1,Yes,Euro 6,0,1.0,1,2.0,110.0,4.8,0,0,0,0,0,1
325,32490.0,0,0,35480.0,1,1,1,1968.0,6.0,139.0,2,Premium,Plus,Safety Premium Package,1573.0,New,1,Yes,Euro 6,1,1.0,1,2.0,135.0,5.3,0,0,0,0,0,1
325,25650.0,0,1,72500.0,1,1,1,1968.0,6.0,130.0,1,Standard,Plus,Safety Premium Package,1485.0,New,0,Yes,Euro 6,1,1.0,1,4.0,135.0,4.9,0,0,0,0,0,1
331,30700.0,0,1,64136.0,1,1,1,1968.0,7.0,117.0,1,Premium,Plus,Safety Premium Package,1611.0,New,1,Yes,Euro 6,0,1.0,1,2.0,140.0,4.4,0,0,0,0,0,1
325,29990.0,0,0,26961.0,1,0,1,999.0,6.0,98.0,1,Premium,Plus,Safety Premium Package,1430.0,New,1,Yes,Euro 6,0,1.0,1,1.0,81.0,4.3,0,0,0,0,0,1
331,35490.0,0,0,36680.0,1,1,1,1968.0,7.0,102.0,1,Premium,Plus,Safety Premium Package,1607.0,Not_passed,1,Yes,Euro 6,1,1.0,1,2.0,110.0,3.9,0,0,0,0,0,1
325,17989.0,0,0,121000.0,0,0,1,1984.0,6.0,142.0,1,Premium,Plus,Safety Premium Package,1447.0,New,1,Yes,Euro 6,1,2.0,0,8.0,162.0,6.2,0,0,0,0,0,1
325,20990.0,0,0,76172.0,1,0,1,1984.0,6.0,139.0,1,Premium,Plus,Safety Premium Package,1430.0,New,1,Yes,Euro 6,0,1.0,0,3.0,140.0,6.1,0,0,0,0,0,1
331,23490.0,0,0,81584.0,0,1,1,2000.0,7.0,121.5,1,Standard,Standard,Safety Premium Package,1575.0,New,0,No,Euro 6,1,1.0,1,3.0,110.0,4.6,0,0,0,0,0,1
325,27550.0,0,1,85000.0,1,1,1,1968.0,6.0,135.0,2,Standard,Plus,Safety Premium Package,1572.0,New,0,Yes,Euro 6,1,1.0,1,4.0,135.0,5.1,0,0,0,0,0,1
325,28899.0,0,0,43500.0,1,1,1,1968.0,6.0,129.0,1,Premium,Plus,Safety Premium Package,1430.0,New,1,Yes,Euro 6,1,1.0,1,4.0,135.0,4.9,0,0,0,0,0,1
325,21930.0,0,1,75452.0,1,0,1,1498.0,6.0,147.0,1,Standard,Plus,Safety Premium Package,1430.0,New,0,Yes,Euro 6,0,1.0,1,3.0,110.0,0.0,0,0,0,0,0,1
325,20849.0,0,1,97834.0,1,1,1,1968.0,6.0,119.0,1,Standard,Plus,Safety Premium Package,1430.0,New,1,Yes,Euro 6,0,1.0,1,4.0,110.0,4.6,0,0,0,0,0,1
325,22980.0,0,0,40990.0,1,1,1,1968.0,7.0,114.0,1,Premium,Plus,Safety Premium Package,1384.0,New,1,Yes,Euro 6,0,1.0,1,3.0,110.0,4.3,0,0,0,0,0,1
325,14960.0,0,0,140500.0,0,1,1,1600.0,5.0,114.0,1,Premium,Plus,Safety Premium Package,1430.0,New,0,Yes,Euro 6,1,1.0,1,4.0,85.0,4.3,0,0,0,0,0,1
325,19950.0,0,1,83900.0,0,1,1,1968.0,6.0,122.0,1,Standard,Plus,Safety Premium Package,1374.0,New,0,Yes,Euro 6,0,1.0,1,4.0,110.0,4.6,0,0,0,0,0,1
325,22750.0,0,1,86900.0,0,1,1,1968.0,6.0,114.0,1,Standard,Plus,Safety Premium Package,1354.0,New,0,Yes,Euro 6,1,1.0,1,4.0,110.0,4.3,0,0,0,0,0,1
325,24449.0,0,1,79014.0,0,0,1,1984.0,6.0,149.0,1,Standard,Standard,Safety Premium Package,1430.0,New,1,Yes,Euro 6,0,2.0,1,4.0,169.0,6.5,0,0,0,0,0,1
325,16440.0,0,1,127265.0,0,0,1,1395.0,6.0,124.0,1,Premium,Plus,Safety Premium Package,1332.0,New,1,Yes,Euro 6,0,1.0,1,5.0,110.0,5.3,0,0,0,0,0,1
325,49900.0,0,0,4702.0,1,1,1,1395.0,6.0,34.0,1,Standard,Plus,Safety Premium Package,1430.0,New,1,Yes,Euro 6,0,1.0,0,0.0,110.0,1.5,0,0,0,0,0,1
326,21950.0,0,0,7636.0,1,1,1,1598.0,6.0,108.0,1,Premium,Plus,Safety Premium Package,1229.0,New,1,Yes,Euro 6,0,1.0,1,2.0,85.0,4.2,0,0,0,0,0,1
325,20970.0,0,1,87077.0,1,1,1,1968.0,7.0,112.0,1,Premium,Plus,Safety Premium Package,1430.0,New,1,Yes,Euro 6,0,1.0,1,4.0,110.0,4.3,0,0,0,0,0,1
331,19900.0,0,0,62548.0,0,1,1,1968.0,7.0,119.0,1,Standard,Plus,Safety Premium Package,1575.0,New,1,Yes,Euro 5,0,2.0,1,7.0,103.0,4.6,0,0,0,0,0,1
325,41985.0,1,0,1.0,1,0,1,1984.0,7.0,151.0,1,Standard,Plus,Safety Premium Package,1430.0,New,1,Yes,Euro 6,0,1.0,0,0.0,180.0,6.6,0,0,0,0,0,1
325,24487.0,0,0,83546.0,1,0,1,1984.0,6.0,141.0,1,Premium,Plus,Safety Premium Package,1462.0,New,1,Yes,Euro 6,0,2.0,1,5.0,169.0,6.0,0,0,0,0,0,1
325,28950.0,0,0,59550.0,1,1,1,1968.0,6.0,114.0,2,Premium,Plus,Safety Premium Package,1430.0,New,1,Yes,Euro 6,1,1.0,1,3.0,135.0,4.3,0,0,0,0,0,1
325,21516.0,0,1,94301.0,0,1,1,1968.0,6.0,125.0,2,Standard,Plus,Safety Premium Package,1430.0,New,1,Yes,Euro 6,0,1.0,1,4.0,110.0,4.8,0,0,0,0,0,1
331,41090.0,1,0,5000.0,1,1,1,1968.0,7.0,121.5,1,Standard,Plus,Safety Premium Package,1598.0,New,0,No,Euro 6,0,1.0,1,0.0,147.0,4.7,0,0,0,0,0,1
325,16990.0,0,0,110000.0,0,0,1,1498.0,6.0,141.0,1,Premium,Plus,Safety Premium Package,1430.0,New,1,No,Euro 6,0,2.0,1,4.0,110.0,6.0,0,0,0,0,0,1
326,24950.0,3,0,17837.0,0,0,1,1498.0,6.0,108.0,1,Premium,Plus,Safety Premium Package,1229.0,New,1,Yes,Euro 6,0,1.0,1,1.0,110.0,4.8,0,0,0,0,0,1
325,16470.0,0,1,92070.0,0,1,1,1598.0,5.0,105.0,1,Premium,Plus,Safety Premium Package,1430.0,New,1,Yes,Euro 6,0,1.0,1,4.0,85.0,4.0,0,0,0,0,0,1
331,27990.0,0,0,89000.0,1,1,1,1968.0,7.0,123.0,1,Premium,Plus,Safety Premium Package,1610.0,New,1,No,Euro 6,1,1.0,1,3.0,140.0,5.3,0,0,0,0,0,1
325,20990.0,0,0,108569.0,1,1,1,1968.0,6.0,119.0,1,Premium,Plus,Safety Premium Package,1374.0,New,1,Yes,Euro 6,1,2.0,1,4.0,110.0,4.6,0,0,0,0,0,1
325,21999.0,0,0,57850.0,1,1,1,2000.0,7.0,114.0,1,Premium,Plus,Safety Premium Package,1421.0,New,1,No,Euro 6,1,1.0,1,4.0,110.0,4.3,0,0,0,0,0,1
325,19950.0,0,0,57609.0,1,2,1,1498.0,6.0,96.0,1,Standard,Plus,Safety Premium Package,1430.0,New,1,Yes,Euro 6,1,1.0,1,3.0,96.0,0.0,0,0,0,0,0,1
327,12900.0,0,0,78960.0,0,0,1,1197.0,5.0,0.0,1,Standard,Standard,Safety Premium Package,1170.0,New,1,Yes,Euro 6,0,2.0,1,7.0,81.0,4.9,0,0,0,0,0,1
325,14790.0,0,0,75876.0,1,1,1,1498.0,6.0,114.0,1,Standard,Standard,Safety Standard Package,1430.0,New,0,No,Euro 6,1,1.0,1,3.0,96.0,5.4,0,0,0,0,0,1
326,21930.0,0,0,19389.0,0,0,1,1498.0,6.0,108.0,1,Premium,Plus,Safety Premium Package,1229.0,New,1,Yes,Euro 6,0,1.0,1,1.0,110.0,4.8,0,0,0,0,0,1
326,26650.0,3,0,16800.0,0,0,1,1498.0,6.0,108.0,1,Premium,Plus,Safety Premium Package,1229.0,New,1,Yes,Euro 6,0,1.0,1,1.0,110.0,4.8,0,0,0,0,0,1
331,23316.0,2,1,39998.0,0,1,1,1968.0,6.0,115.0,1,Premium,Standard,Safety Premium Package,1575.0,Not_passed,1,Yes,Euro 6,0,2.0,1,3.0,110.0,4.4,0,0,0,0,0,1
325,17690.0,0,0,79615.0,0,0,1,1798.0,6.0,140.0,1,Standard,Plus,Safety Premium Package,1342.0,New,1,No,Euro 6,0,1.0,0,6.0,132.0,5.9,0,0,0,0,0,1
331,21860.0,0,0,66900.0,1,1,1,1968.0,7.0,121.5,1,Premium,Standard,Safety Premium Package,1533.0,Not_passed,1,Yes,Euro 6,0,1.0,1,3.0,110.0,4.6,0,0,0,0,0,1
331,29749.0,0,1,60500.0,1,1,1,1968.0,7.0,153.0,1,Standard,Plus,Safety Premium Package,1610.0,Not_passed,1,Yes,Euro 6,1,1.0,0,3.0,140.0,5.3,0,0,0,0,0,1
331,49950.0,2,0,26242.0,1,0,1,1395.0,7.0,33.0,1,Standard,Plus,Safety Premium Package,1575.0,New,1,Yes,Euro 6,1,1.0,1,1.0,160.0,1.4,0,0,0,0,0,1
325,37990.0,0,0,20968.0,1,0,1,1984.0,7.0,149.0,1,Premium,Plus,Safety Premium Package,1531.0,New,1,Yes,Euro 6,0,1.0,0,2.0,180.0,6.5,0,0,0,0,0,1
326,33980.0,2,0,1479.0,1,0,1,1498.0,6.0,116.0,1,Premium,Plus,Safety Premium Package,1229.0,New,1,Yes,Euro 6,1,1.0,1,0.0,110.0,5.1,0,0,0,0,0,1
325,22680.0,0,0,54300.0,1,1,1,1968.0,6.0,118.0,1,Premium,Plus,Safety Premium Package,1374.0,New,0,Yes,Euro 6,1,2.0,1,4.0,110.0,4.5,0,0,0,0,0,1
336,12980.0,0,1,80616.0,0,0,1,1390.0,6.0,161.0,2,Standard,Standard,Safety Premium Package,1375.0,New,1,Yes,Euro 5,0,2.0,0,8.0,90.0,6.8,0,0,0,0,0,1
325,42990.0,1,0,1.0,1,0,1,1984.0,7.0,151.0,1,Standard,Plus,Safety Premium Package,1430.0,New,1,Yes,Euro 6,0,1.0,0,0.0,180.0,6.6,0,0,0,0,0,1
